id,season,team_api_id,players,total_score,average_score,team_long_name,total_points,avg_score_discrete,total_score_discrete,avg_score_quantile,total_score_quantile
222,2010/2011,8583,"[26241, 30977, 143752, 26376, 26251, 26136, 36121, 39980, 111917, 26288, 39993, 246331, 11323, 39996, 260564, 26199, 37466, 115429, 30823, 34417, 34037]",1333.0,63.47619047619048,AJ Auxerre,30,"(63.197, 64.591]","(1291.253, 1396.504]","(63.065, 65.327]","(1229.603, 1346.3]"
223,2011/2012,8583,"[26241, 30977, 26251, 41877, 192921, 33448, 39980, 111917, 26288, 279477, 11323, 246331, 47552, 26311, 120915, 260564, 26199, 37466, 95076, 115429, 30823, 34417]",1399.5,63.61363636363637,AJ Auxerre,22,"(63.197, 64.591]","(1396.504, 1501.754]","(63.065, 65.327]","(1346.3, 1421.623]"
224,2010/2011,9827,"[40707, 41092, 93317, 26118, 26119, 26121, 39962, 39963, 26144, 39978, 71605, 26168, 30907, 31292, 179393, 40001, 40543, 157289, 240367]",1344.5,70.76315789473684,Girondins de Bordeaux,28,"(70.164, 71.557]","(1291.253, 1396.504]","(70.434, 71.068]","(1229.603, 1346.3]"
225,2011/2012,9827,"[40707, 41092, 93317, 26119, 41238, 26142, 41119, 26144, 71605, 26168, 94010, 30907, 31292, 122047, 40001, 179393, 26195, 40543, 157289, 154230, 154232, 26238]",1619.5,73.61363636363636,Girondins de Bordeaux,52,"(72.951, 74.344]","(1607.004, 1712.255]","(73.177, 73.77]","(1584.57, 1619.893]"
226,2012/2013,9827,"[40707, 41092, 93317, 26118, 26119, 41093, 41238, 26142, 41119, 26144, 292772, 36394, 26168, 94010, 30907, 31292, 122047, 40001, 179393, 352833, 26195, 40543, 297579, 154230, 26238]",1736.0,69.44,Girondins de Bordeaux,55,"(68.771, 70.164]","(1712.255, 1817.505]","(69.176, 69.937]","(1727.406, 1754.043]"
227,2013/2014,9827,"[40707, 41093, 26119, 41238, 493467, 26142, 26144, 292772, 36394, 37554, 26168, 94010, 30907, 122047, 179393, 352833, 26195, 512723, 40549, 297579, 173427, 154230, 26238]",1562.7424603174602,67.9453243616287,Girondins de Bordeaux,53,"(67.377, 68.771]","(1501.754, 1607.004]","(67.711, 68.375]","(1555.7, 1584.57]"
228,2014/2015,9827,"[40707, 166019, 466308, 41093, 198277, 26119, 279172, 612747, 280977, 41238, 519575, 493467, 292772, 36394, 185386, 26168, 94010, 30907, 122047, 179393, 352833, 41174, 512740, 297579, 161396, 289140, 154230]",1820.2142857142856,67.41534391534391,Girondins de Bordeaux,63,"(67.377, 68.771]","(1817.505, 1922.755]","(66.522, 67.711]","(1809.758, 1848.8]"
229,2015/2016,9827,"[562688, 166019, 466308, 198277, 41093, 40707, 612747, 41238, 519575, 26144, 292772, 26154, 529324, 684978, 535603, 214452, 612405, 26168, 94010, 30907, 625340, 179393, 352833, 41174, 504033, 512740, 297579, 161396, 289140, 602493]",1985.1666666666667,66.17222222222223,Girondins de Bordeaux,50,"(65.984, 67.377]","(1922.755, 2028.006]","(65.327, 66.522]","(1953.176, 2037.218]"
230,2010/2011,7819,"[46338, 166917, 179845, 46342, 161291, 46241, 26275, 16292, 26149, 93347, 213799, 157859, 26420, 246330, 11324, 26176, 46662, 143945, 18636, 179791, 179792, 26191, 111193, 111194]",1449.0,60.375,SM Caen,32,"(59.017, 60.411]","(1396.504, 1501.754]","(54.836000000000006, 63.065]","(1421.623, 1473.969]"
231,2011/2012,7819,"[46338, 289155, 179845, 46342, 279173, 46241, 26275, 26420, 11324, 26176, 279873, 46662, 179791, 35407, 26191, 46430, 191583, 40679, 169204]",1147.0,60.36842105263158,SM Caen,23,"(59.017, 60.411]","(1080.752, 1186.003]","(54.836000000000006, 63.065]","(343.999, 1229.603]"
232,2014/2015,7819,"[289155, 279172, 46726, 103691, 128666, 210466, 103714, 46757, 26279, 354472, 33451, 352943, 26167, 11324, 277439, 468931, 319300, 210126, 163160, 109280, 40676, 230900]",1462.6,66.48181818181818,SM Caen,46,"(65.984, 67.377]","(1396.504, 1501.754]","(65.327, 66.522]","(1421.623, 1473.969]"
233,2015/2016,7819,"[289155, 46726, 46342, 264085, 128666, 671644, 45473, 103714, 46757, 145061, 33451, 352943, 354485, 26167, 11324, 210126, 215766, 208984, 94307, 248169, 183530, 303345]",1527.0555555555554,69.41161616161615,SM Caen,54,"(68.771, 70.164]","(1501.754, 1607.004]","(69.176, 69.937]","(1512.839, 1555.7]"
234,2010/2011,8689,"[40709, 40712, 41232, 93457, 26392, 97699, 40740, 23075, 186153, 46645, 31037, 46540, 40018, 26324, 26327, 159594, 5610, 41083, 26364]",1307.5,68.8157894736842,FC Lorient,28,"(68.771, 70.164]","(1291.253, 1396.504]","(68.375, 69.176]","(1229.603, 1346.3]"
235,2011/2012,8689,"[40709, 93457, 210451, 187669, 177688, 114724, 149031, 242094, 24753, 46645, 192316, 31037, 113599, 210114, 210115, 46540, 40018, 26324, 179412, 26327, 179415, 26343, 5610, 41195, 40685, 41083, 26364]",1836.0,68.0,FC Lorient,22,"(67.377, 68.771]","(1817.505, 1922.755]","(67.711, 68.375]","(1809.758, 1848.8]"
236,2012/2013,8689,"[40709, 26376, 93457, 210451, 187669, 421786, 114724, 149031, 215079, 24753, 46645, 192316, 31037, 113599, 186815, 210114, 46540, 40018, 26324, 26327, 179415, 210404, 5610, 40685, 34417, 41083]",1754.5,67.48076923076923,FC Lorient,53,"(67.377, 68.771]","(1712.255, 1817.505]","(66.522, 67.711]","(1754.043, 1782.147]"
237,2013/2014,8689,"[40709, 279175, 93457, 210451, 187669, 95513, 421786, 481694, 149031, 186153, 194479, 24753, 46645, 202443, 40018, 26327, 179415, 352994, 5610, 41195, 308843, 40685, 34417, 41083]",1642.4785714285715,68.43660714285714,FC Lorient,49,"(67.377, 68.771]","(1607.004, 1712.255]","(68.375, 69.176]","(1619.893, 1645.15]"
238,2014/2015,8689,"[420867, 562694, 143757, 93457, 210451, 187669, 481694, 114724, 149031, 154280, 194479, 188467, 192316, 210114, 196805, 202443, 179415, 352994, 210146, 5610, 308843, 40685, 179828, 46712, 41083, 543358]",1730.2,66.54615384615384,FC Lorient,43,"(65.984, 67.377]","(1712.255, 1817.505]","(66.522, 67.711]","(1727.406, 1754.043]"
239,2015/2016,8689,"[664962, 420867, 199810, 562694, 143750, 143757, 93457, 210451, 423190, 131995, 149031, 354472, 188467, 210114, 196947, 179415, 352994, 210146, 610534, 5610, 308843, 41195, 179828, 46712, 158845, 543358]",1803.647619047619,69.37106227106227,FC Lorient,46,"(68.771, 70.164]","(1712.255, 1817.505]","(69.176, 69.937]","(1782.147, 1809.758]"
240,2010/2011,9748,"[30472, 182923, 182925, 96398, 39979, 93484, 20401, 25521, 39990, 26295, 26294, 32579, 30536, 33744, 30931, 150869, 40537, 26330, 114268, 25572, 26344]",1612.5,76.78571428571429,Olympique Lyonnais,41,"(75.737, 77.131]","(1607.004, 1712.255]","(76.163, 77.607]","(1584.57, 1619.893]"
241,2011/2012,9748,"[182923, 182925, 39979, 93484, 93488, 20401, 26294, 26295, 32579, 154949, 210117, 30536, 33744, 30931, 150869, 40537, 26330, 114268, 26344, 169193, 26354]",1581.5,75.30952380952381,Olympique Lyonnais,44,"(74.344, 75.737]","(1501.754, 1607.004]","(75.089, 76.163]","(1555.7, 1584.57]"
242,2012/2013,9748,"[182923, 182925, 38802, 93484, 93488, 20401, 26295, 26167, 32579, 154949, 210117, 210120, 30536, 319822, 33744, 40016, 30931, 26324, 26330, 114268, 115297, 26344, 169193, 26354, 167035]",1871.0,74.84,Olympique Lyonnais,67,"(74.344, 75.737]","(1817.505, 1922.755]","(74.479, 75.089]","(1848.8, 1891.036]"
243,2013/2014,9748,"[182923, 182925, 41360, 38802, 93488, 26167, 186811, 150080, 154949, 210117, 210119, 319822, 40016, 33744, 26324, 26330, 469852, 26344, 169193, 26354, 167035, 473852, 303358]",1581.9710317460317,68.78134920634919,Olympique Lyonnais,61,"(68.771, 70.164]","(1501.754, 1607.004]","(68.375, 69.176]","(1555.7, 1584.57]"
244,2014/2015,9748,"[426880, 199810, 182923, 182925, 41360, 38802, 40730, 93488, 40758, 210117, 210119, 210120, 409161, 319822, 40016, 33744, 26324, 469852, 303334, 169193, 26354, 167035, 473852, 303358]",1712.648484848485,71.36035353535354,Olympique Lyonnais,75,"(70.164, 71.557]","(1712.255, 1817.505]","(71.068, 71.673]","(1698.154, 1727.406]"
245,2015/2016,9748,"[426880, 199810, 182923, 625164, 182925, 41360, 38802, 40730, 93985, 40740, 93488, 71602, 186811, 210117, 210119, 210120, 40016, 40060, 38994, 26324, 469852, 282472, 169193, 167035, 473852]",1855.2910644910644,74.21164257964257,Olympique Lyonnais,65,"(72.951, 74.344]","(1817.505, 1922.755]","(73.77, 74.479]","(1848.8, 1891.036]"
246,2010/2011,9829,"[26244, 26120, 41097, 41098, 37259, 145039, 131995, 39199, 150565, 71603, 35637, 39994, 25661, 26052, 149962, 40014, 210128, 94545, 2907, 166630, 36840, 94313, 30826, 40685, 26221, 31092, 215798]",1691.5,62.64814814814815,AS Monaco,29,"(61.804, 63.197]","(1607.004, 1712.255]","(54.836000000000006, 63.065]","(1674.5, 1698.154]"
247,2013/2014,9829,"[192770, 109060, 210185, 161420, 22543, 30738, 359188, 239259, 354467, 27430, 108075, 24493, 37549, 466357, 39990, 214972, 30911, 38336, 164684, 357080, 115184, 41332, 413557, 215798, 466430]",1844.2666666666669,73.77066666666667,AS Monaco,80,"(72.951, 74.344]","(1817.505, 1922.755]","(73.77, 74.479]","(1809.758, 1848.8]"
248,2014/2015,9829,"[267008, 192770, 22543, 563216, 359188, 150297, 239259, 354467, 27430, 108075, 24493, 37549, 39990, 478393, 214972, 30911, 38336, 488139, 450002, 357080, 115184, 413557, 215798, 30841]",1720.0440476190477,71.66850198412699,AS Monaco,71,"(71.557, 72.951]","(1712.255, 1817.505]","(71.068, 71.673]","(1698.154, 1727.406]"
249,2015/2016,9829,"[535938, 449666, 563216, 359188, 29590, 150297, 108075, 445868, 24493, 37549, 161328, 39990, 478393, 446266, 291643, 361790, 30911, 38336, 361792, 468931, 488139, 450002, 533212, 701154, 115184, 40819, 413557, 215798, 267894]",2047.892352092352,70.61697765835697,AS Monaco,65,"(70.164, 71.557]","(2028.006, 2133.256]","(70.434, 71.068]","(2037.218, 2449.007]"
250,2010/2011,8481,"[26242, 26245, 46232, 46242, 111909, 46757, 192807, 93996, 26290, 111801, 26300, 11329, 25538, 17875, 74838, 210146, 240236, 26227, 26236, 26238]",1216.0,60.8,AS Nancy-Lorraine,30,"(60.411, 61.804]","(1186.003, 1291.253]","(54.836000000000006, 63.065]","(343.999, 1229.603]"
251,2011/2012,8481,"[26244, 26245, 41098, 46232, 131995, 145058, 157859, 46242, 192807, 78904, 39994, 11329, 41160, 17875, 167254, 74838, 40676, 240236, 41198, 240367, 26236]",1460.0,69.52380952380952,AS Nancy-Lorraine,37,"(68.771, 70.164]","(1396.504, 1501.754]","(69.176, 69.937]","(1421.623, 1473.969]"
252,2012/2013,8481,"[167555, 26244, 26245, 41098, 93327, 46232, 131995, 145058, 157859, 93994, 26290, 78904, 246332, 179517, 41160, 94545, 17875, 74838, 215766, 360156, 240236, 240367, 94329]",1565.0,68.04347826086956,AS Nancy-Lorraine,38,"(67.377, 68.771]","(1501.754, 1607.004]","(67.711, 68.375]","(1555.7, 1584.57]"
253,2011/2012,4087,"[26113, 210691, 210692, 210694, 279181, 38805, 26390, 93343, 32937, 71603, 74169, 26333, 148832, 35560, 41194, 95597, 46701, 160370, 46708, 21751, 34045]",1436.0,68.38095238095238,Évian Thonon Gaillard FC,41,"(67.377, 68.771]","(1396.504, 1501.754]","(68.375, 69.176]","(1421.623, 1473.969]"
254,2012/2013,4087,"[210691, 210692, 210694, 210693, 279181, 38805, 26390, 30749, 93343, 185000, 71603, 46261, 74169, 192319, 211139, 352842, 26333, 148832, 92263, 41194, 95597, 160370, 46708, 21751, 34045]",1568.0,62.72,Évian Thonon Gaillard FC,40,"(61.804, 63.197]","(1501.754, 1607.004]","(54.836000000000006, 63.065]","(1555.7, 1584.57]"
255,2013/2014,4087,"[210691, 210692, 210694, 26130, 93343, 185000, 71603, 179891, 74169, 192319, 400962, 18628, 210118, 26333, 170344, 467689, 41194, 95597, 40558, 25329, 46708, 230900, 34045]",1583.8333333333337,68.86231884057972,Évian Thonon Gaillard FC,44,"(68.771, 70.164]","(1501.754, 1607.004]","(68.375, 69.176]","(1555.7, 1584.57]"
256,2014/2015,4087,"[317062, 288783, 187669, 93343, 210466, 38435, 185000, 35121, 179891, 71603, 74169, 192319, 400962, 179522, 196805, 212697, 26333, 610533, 92263, 467689, 41194, 40558, 25329, 181619, 46708, 230900, 38907]",1774.8547619047615,65.73536155202821,Évian Thonon Gaillard FC,37,"(64.591, 65.984]","(1712.255, 1817.505]","(65.327, 66.522]","(1754.043, 1782.147]"
257,2011/2012,8576,"[143752, 103691, 33420, 46221, 143757, 40721, 46230, 46246, 71472, 94013, 37567, 118850, 31047, 38728, 40025, 148830, 26346, 78186, 154233, 37242]",1320.5,66.025,AC Ajaccio,34,"(65.984, 67.377]","(1291.253, 1396.504]","(65.327, 66.522]","(1229.603, 1346.3]"
258,2012/2013,8576,"[46468, 34183, 143752, 103691, 33420, 143757, 46221, 39311, 40721, 46246, 26288, 94013, 37567, 118850, 31047, 40021, 40022, 148830, 40543, 26346, 78186, 154233, 26364]",1554.0,67.56521739130434,AC Ajaccio,42,"(67.377, 68.771]","(1501.754, 1607.004]","(66.522, 67.711]","(1512.839, 1555.7]"
259,2013/2014,8576,"[46468, 34183, 518538, 46221, 143757, 39311, 526223, 478997, 26391, 26288, 51509, 39993, 11323, 37567, 26052, 490181, 31047, 213319, 94033, 40022, 148830, 46689, 78186, 97521, 474102, 154233, 26364, 154238]",1719.2166666666667,61.40059523809524,AC Ajaccio,23,"(60.411, 61.804]","(1712.255, 1817.505]","(54.836000000000006, 63.065]","(1698.154, 1727.406]"
260,2011/2012,9836,"[173699, 163205, 279175, 279178, 37280, 93347, 93356, 26287, 208688, 103869, 72259, 184520, 104392, 179798, 210400, 210402, 210403, 210404, 210406, 185067, 169594]",1175.5,55.97619047619048,Dijon FCO,25,"(54.809, 56.231]","(1080.752, 1186.003]","(54.836000000000006, 63.065]","(343.999, 1229.603]"
261,2012/2013,9837,"[89476, 46345, 26262, 131991, 26264, 26402, 245287, 93353, 46892, 26156, 103468, 30900, 11317, 140982, 46653, 277441, 181197, 97489, 183519, 46448, 154229, 154232, 210683]",1525.5,66.32608695652173,Stade de Reims,43,"(65.984, 67.377]","(1501.754, 1607.004]","(65.327, 66.522]","(1512.839, 1555.7]"
262,2013/2014,9837,"[14593, 184591, 26262, 131991, 26264, 26402, 245287, 112935, 46892, 103468, 30900, 11317, 140982, 46653, 181197, 424918, 159839, 46448, 94321, 154229, 154232, 210683]",1508.7547619047618,68.5797619047619,Stade de Reims,48,"(67.377, 68.771]","(1501.754, 1607.004]","(68.375, 69.176]","(1473.969, 1512.839]"
263,2014/2015,9837,"[89476, 26264, 131995, 26402, 245287, 112935, 103468, 46892, 243248, 150833, 30900, 140982, 46653, 277443, 513990, 181197, 424918, 26327, 41175, 159839, 46448, 94321, 154229, 210683]",1668.5206349206348,69.52169312169312,Stade de Reims,44,"(68.771, 70.164]","(1607.004, 1712.255]","(69.176, 69.937]","(1645.15, 1674.5]"
264,2015/2016,9837,"[89476, 562695, 426892, 184591, 26264, 26402, 46892, 103468, 30900, 140982, 46653, 277443, 128456, 29259, 181197, 613714, 424918, 41175, 256727, 191583, 159839, 277347, 681965, 254702, 46448, 94321, 46704, 210683]",1951.757142857143,69.70561224489796,Stade de Reims,39,"(68.771, 70.164]","(1922.755, 2028.006]","(69.176, 69.937]","(1891.036, 1953.176]"
265,2012/2013,10242,"[39303, 159883, 41101, 242958, 36123, 38435, 33444, 46891, 101041, 26420, 26423, 40657, 210389, 94044, 33116, 363359, 19297, 303334, 154867, 154228, 41332]",1311.0,62.42857142857143,ES Troyes AC,37,"(61.804, 63.197]","(1291.253, 1396.504]","(54.836000000000006, 63.065]","(1229.603, 1346.3]"
266,2015/2016,10242,"[634113, 465924, 167557, 39303, 281999, 79248, 614163, 210452, 423190, 38435, 93994, 46891, 243248, 354482, 26420, 601783, 40007, 41160, 33100, 148314, 33116, 363359, 19297, 720738, 466430, 26354, 154228, 94324, 194036, 602493, 16254]",1989.132142857143,64.1655529953917,ES Troyes AC,18,"(63.197, 64.591]","(1922.755, 2028.006]","(63.065, 65.327]","(1953.176, 2037.218]"
267,2012/2013,7794,"[166019, 166917, 277384, 93332, 30742, 140951, 33433, 41886, 46243, 46244, 176299, 71602, 71605, 179769, 32578, 94019, 42693, 26328, 317408, 33122, 254308, 165608, 26351, 37242, 95227]",1482.5,59.3,SC Bastia,47,"(59.017, 60.411]","(1396.504, 1501.754]","(54.836000000000006, 63.065]","(1473.969, 1512.839]"
268,2013/2014,7794,"[166019, 166917, 33418, 33812, 93332, 30742, 26263, 33433, 41122, 46243, 46244, 31014, 409003, 11316, 26045, 277439, 42693, 196805, 31314, 434265, 317408, 155623, 26216, 26351, 287224, 37242]",1777.4166666666663,68.36217948717947,SC Bastia,46,"(67.377, 68.771]","(1712.255, 1817.505]","(67.711, 68.375]","(1754.043, 1782.147]"
269,2014/2015,7794,"[40197, 26118, 79246, 435960, 33812, 131991, 307226, 41122, 46243, 46244, 31014, 51371, 156716, 11316, 40758, 42693, 192711, 213319, 407765, 155623, 26216, 38253, 210164, 564856]",1640.8488095238097,68.36870039682539,SC Bastia,47,"(67.377, 68.771]","(1607.004, 1712.255]","(67.711, 68.375]","(1619.893, 1645.15]"
270,2015/2016,7794,"[40197, 26118, 664587, 143757, 33812, 131991, 46243, 46244, 156716, 194479, 11316, 40758, 602555, 179517, 277439, 42693, 192711, 407765, 602211, 277348, 26216, 352888, 25329, 564856]",1633.3166666666666,68.05486111111111,SC Bastia,50,"(67.377, 68.771]","(1607.004, 1712.255]","(67.711, 68.375]","(1619.893, 1645.15]"
271,2013/2014,9747,"[46338, 26114, 26127, 41364, 491167, 303139, 277412, 46884, 71602, 186805, 94008, 78904, 41146, 103869, 11329, 278338, 40007, 134221, 179412, 33114, 37986, 154856, 156664]",1495.2833333333333,65.01231884057971,En Avant de Guingamp,42,"(64.591, 65.984]","(1396.504, 1501.754]","(63.065, 65.327]","(1473.969, 1512.839]"
272,2014/2015,9747,"[26114, 46338, 89475, 166917, 26256, 41364, 120598, 606491, 491167, 303139, 277412, 46884, 71602, 46645, 186805, 103869, 11329, 278338, 134221, 45400, 40537, 37986, 41191, 156664]",1635.3000000000002,68.1375,En Avant de Guingamp,49,"(67.377, 68.771]","(1607.004, 1712.255]","(67.711, 68.375]","(1619.893, 1645.15]"
273,2015/2016,9747,"[46338, 26114, 89475, 26374, 26256, 41361, 41364, 120598, 168342, 606491, 491167, 277412, 693171, 186805, 46645, 103869, 11329, 40007, 104404, 26330, 109280, 37986, 154856, 230900, 466294]",1740.0309523809524,69.6012380952381,En Avant de Guingamp,44,"(68.771, 70.164]","(1712.255, 1817.505]","(69.176, 69.937]","(1727.406, 1754.043]"
274,2013/2014,9830,"[169217, 40840, 40714, 41103, 242719, 46755, 52265, 303155, 106292, 157369, 258873, 25657, 261313, 421441, 11332, 193866, 211146, 5202, 263511, 94307, 248169, 26221, 348408, 37756]",1625.8186813186812,67.74244505494505,FC Nantes,49,"(67.377, 68.771]","(1607.004, 1712.255]","(67.711, 68.375]","(1619.893, 1645.15]"
275,2014/2015,9830,"[169217, 536584, 562697, 40714, 41103, 562719, 79264, 46755, 52265, 303155, 258873, 25657, 261313, 193866, 211146, 5202, 263511, 94307, 248169, 26221, 37756, 473855]",1507.7333333333331,68.53333333333332,FC Nantes,45,"(67.377, 68.771]","(1501.754, 1607.004]","(68.375, 69.176]","(1473.969, 1512.839]"
276,2015/2016,9830,"[169217, 279172, 317062, 536584, 109065, 40714, 562697, 41103, 211089, 562719, 46755, 158886, 52265, 303155, 26171, 439366, 5202, 687572, 263511, 467689, 263276, 38253, 348408, 37756]",1669.2829365079365,69.55345568783069,FC Nantes,48,"(68.771, 70.164]","(1607.004, 1712.255]","(69.176, 69.937]","(1645.15, 1674.5]"
277,2014/2015,8550,"[79747, 422281, 505866, 193807, 304022, 185625, 179866, 116253, 91560, 186153, 187563, 26028, 388025, 463803, 39999, 94019, 278341, 120917, 30679, 25560, 33122, 46704, 426873, 450812, 210429, 426878]",1552.925,59.72788461538461,FC Metz,30,"(59.017, 60.411]","(1501.754, 1607.004]","(54.836000000000006, 63.065]","(1512.839, 1555.7]"
278,2015/2016,8121,"[173955, 277384, 41098, 79248, 187669, 103964, 93470, 93358, 46256, 310836, 179901, 195263, 292678, 67401, 78411, 34003, 210387, 26327, 148828, 160222, 303334, 426612, 715642]",1481.5619047619043,64.41573498964803,Angers SCO,50,"(63.197, 64.591]","(1396.504, 1501.754]","(63.065, 65.327]","(1473.969, 1512.839]"
279,2015/2016,6391,"[41216, 25856, 303359, 187666, 41236, 41240, 36123, 208676, 38951, 426670, 303025, 354491, 179516, 103485, 196186, 311003, 160220, 466143, 311009, 409193, 108525, 265727]",1455.9833333333331,66.18106060606061,GFC Ajaccio,37,"(65.984, 67.377]","(1396.504, 1501.754]","(65.327, 66.522]","(1421.623, 1473.969]"
280,2008/2009,9823,"[32653, 35988, 25365, 27284, 30872, 27300, 30638, 30894, 38843, 33085, 30924, 18518, 39774, 30688, 38244, 95078, 93041, 30709, 32118, 30711, 30459]",1686.5,80.30952380952381,FC Bayern Munich,67,"(79.917, 81.311]","(1607.004, 1712.255]","(79.366, 82.704]","(1674.5, 1698.154]"
281,2009/2010,9823,"[30477, 32653, 30868, 27284, 30872, 121633, 27300, 116772, 94886, 27306, 30764, 30894, 30638, 33085, 27326, 30924, 38244, 93041, 30834, 161396, 30709, 26489, 30459]",1726.5,75.06521739130434,FC Bayern Munich,70,"(74.344, 75.737]","(1712.255, 1817.505]","(74.479, 75.089]","(1698.154, 1727.406]"
282,2010/2011,9823,"[30477, 32653, 36878, 147729, 30868, 25365, 30872, 27300, 116772, 94886, 30764, 30894, 30638, 33085, 27326, 30924, 38244, 95078, 93041, 30834, 161396, 26489, 30459]",1808.5,78.6304347826087,FC Bayern Munich,65,"(78.524, 79.917]","(1712.255, 1817.505]","(77.607, 79.366]","(1782.147, 1809.758]"
283,2011/2012,9823,"[30477, 107920, 147729, 30868, 30872, 121633, 27299, 116772, 94886, 27303, 30764, 30894, 33085, 27326, 30924, 36183, 95078, 30834, 161396, 166653]",1591.5,79.575,FC Bayern Munich,73,"(78.524, 79.917]","(1501.754, 1607.004]","(79.366, 82.704]","(1584.57, 1619.893]"
284,2012/2013,9823,"[147729, 30868, 25366, 30872, 38432, 121633, 37410, 27299, 116772, 94886, 27303, 176300, 30894, 75447, 33085, 27326, 33473, 30924, 36183, 95078, 30834, 161396]",1795.0,81.5909090909091,FC Bayern Munich,91,"(81.311, 82.704]","(1712.255, 1817.505]","(79.366, 82.704]","(1782.147, 1809.758]"
285,2013/2014,9823,"[355347, 172949, 25366, 30872, 266523, 38432, 121633, 37410, 27299, 116772, 27303, 176300, 30894, 177714, 75447, 33085, 33473, 174018, 298823, 30924, 36183, 95078, 30834, 161396]",1831.78841991342,76.32451749639249,FC Bayern Munich,90,"(75.737, 77.131]","(1817.505, 1922.755]","(76.163, 77.607]","(1809.758, 1848.8]"
286,2014/2015,9823,"[566785, 93447, 25366, 30872, 46875, 266523, 38432, 121633, 37410, 27299, 116772, 94886, 27303, 30889, 176300, 30894, 177714, 462004, 141370, 282691, 30660, 298823, 30924, 36183, 30834]",1941.5839105339105,77.66335642135643,FC Bayern Munich,79,"(77.131, 78.524]","(1922.755, 2028.006]","(77.607, 79.366]","(1891.036, 1953.176]"
287,2015/2016,9823,"[93447, 49939, 172949, 46875, 121633, 37410, 27299, 116772, 94886, 27303, 30889, 30894, 177714, 36146, 156726, 141370, 282691, 30924, 429265, 36183, 460632, 30834]",1814.0023809523807,82.45465367965369,FC Bayern Munich,88,"(81.311, 82.704]","(1712.255, 1817.505]","(79.366, 82.704]","(1809.758, 1848.8]"
288,2008/2009,8178,"[49939, 37151, 27424, 30754, 27427, 27556, 128037, 27429, 36005, 30253, 28081, 36147, 43210, 30937, 34267, 31199, 27492, 95078, 34681]",1413.0,74.36842105263158,Bayer 04 Leverkusen,49,"(74.344, 75.737]","(1396.504, 1501.754]","(73.77, 74.479]","(1346.3, 1421.623]"
289,2009/2010,8178,"[114963, 49939, 27424, 30754, 27427, 27556, 27429, 30253, 177083, 24134, 97734, 43210, 30937, 31199, 27492, 95078, 73448, 58354, 34681, 37373]",1492.5,74.625,Bayer 04 Leverkusen,59,"(74.344, 75.737]","(1396.504, 1501.754]","(74.479, 75.089]","(1473.969, 1512.839]"
290,2010/2011,8178,"[27424, 27427, 27492, 27556, 24134, 97734, 73448, 27429, 43210, 30699, 71560, 31199, 58354, 49939, 27349, 30937, 37373, 34681]",1399.5,77.75,Bayer 04 Leverkusen,68,"(77.131, 78.524]","(1396.504, 1501.754]","(77.607, 79.366]","(1346.3, 1421.623]"
291,2011/2012,8178,"[215168, 71560, 155534, 114963, 240537, 27427, 27429, 109615, 46403, 97734, 43210, 27349, 30937, 31199, 27492, 187109, 73448, 30699, 58354, 34681, 178812, 37373]",1654.0,75.18181818181819,Bayer 04 Leverkusen,54,"(74.344, 75.737]","(1607.004, 1712.255]","(75.089, 76.163]","(1645.15, 1674.5]"
292,2012/2013,8178,"[215168, 200962, 71560, 27284, 20125, 27427, 27429, 27310, 109615, 282674, 113340, 97734, 43210, 31199, 27492, 208230, 58354, 178812, 37373]",1431.5,75.34210526315789,Bayer 04 Leverkusen,65,"(74.344, 75.737]","(1396.504, 1501.754]","(75.089, 76.163]","(1421.623, 1473.969]"
293,2013/2014,8178,"[215168, 200962, 212867, 103686, 71560, 26255, 27427, 27429, 27310, 109615, 113340, 34114, 31045, 307021, 31199, 73448, 191080, 516846, 58354, 37373]",1446.8103174603175,72.34051587301587,Bayer 04 Leverkusen,61,"(71.557, 72.951]","(1396.504, 1501.754]","(72.263, 72.704]","(1421.623, 1473.969]"
294,2014/2015,8178,"[215168, 37373, 212867, 469764, 26255, 27427, 27429, 27310, 109615, 427062, 487867, 34114, 304733, 31199, 194533, 208230, 191080, 516846, 58354, 101501]",1498.0238095238094,74.90119047619046,Bayer 04 Leverkusen,61,"(74.344, 75.737]","(1396.504, 1501.754]","(74.479, 75.089]","(1473.969, 1512.839]"
295,2015/2016,8178,"[215168, 37373, 103686, 70409, 667787, 261653, 681383, 27310, 109615, 427062, 487867, 34114, 469700, 50638, 185175, 269788, 304733, 31199, 208230, 191080, 132844, 251244, 516846, 101501]",1782.9079365079367,74.28783068783069,Bayer 04 Leverkusen,60,"(72.951, 74.344]","(1712.255, 1817.505]","(73.77, 74.479]","(1782.147, 1809.758]"
296,2008/2009,10189,"[38913, 35997, 68253, 27299, 27301, 27303, 30249, 30250, 27307, 30251, 25773, 2862, 49586, 27461, 26437, 37322, 27483, 36066, 30702, 30704, 57076]",1617.0,77.0,FC Schalke 04,50,"(75.737, 77.131]","(1607.004, 1712.255]","(76.163, 77.607]","(1584.57, 1619.893]"
297,2009/2010,10189,"[37783, 27419, 68253, 35997, 180126, 27299, 27301, 39462, 27303, 30249, 27306, 27307, 25773, 2862, 32048, 171698, 98997, 128827, 19908, 106309, 27461, 26437, 184645, 30702]",1626.5,67.77083333333333,FC Schalke 04,65,"(67.377, 68.771]","(1607.004, 1712.255]","(67.711, 68.375]","(1619.893, 1645.15]"
